"Seller","Case","Style","Case Length (mm)","Case Width (mm)","Case Height (mm)","Volume (L)","Footprint (cm2)","Weight (kg)","Side Panel","Case Material","CPU Cooler Height (mm)","AIO / Radiator Support","GPU Riser","GPU Length (mm)","GPU Width (mm)","GPU Height / Thickness (mm)","PCIe Slot","LP PCIe Slot","Motherboard","PSU","2.5"" Drive","3.5"" Drive","5.25"" Drive","40 mm Fan","60 mm Fan","80 mm Fan","92 mm Fan","120 mm Fan","140 mm Fan","180 mm Fan","200 mm Fan","USB-A 2.0 I/O","USB-A 3.2 Gen 1 (5Gbps) I/O","USB-C I/O","3.5mm Jack I/O","Price (CNY)","Price (USD)","SFF.Net Link","SFFPC Wiki Link","Status","Last Update",""
"兆方数码专营店","Pado N1","Sandwich","325","140","220","10.01","455.00","","Acrylic","1.5-2mm Al","60","-","Y","320","","40","2","-","mITX","SFX / SFX-L","4","-","-","-","-","-","-","2","-","-","-","-","2","-","-","399.00","55.21","","","","03 Sep 2021",""
"Streacom","FC9 Alpha","Classic","289","348","100","10.06","1005.72","4.4","Al","4mm 6063 Al","","-","-","156","","60","","3","mITX / mATX","DC-ATX / Flex ATX","","1 to 3","1 (Slot)","-","-","-","-","-","-","-","-","-","2","-","-","","","","","","05 Jun 2022",""
"BRZHiFi","Cube-6","Classic","216","216","216","10.08","466.56","3.3","Al","3-8mm Al","165","-","-","200","170","40","2","-","mITX","SFX / SFX-L","","0 to 2","-","-","-","-","-","0 to 1","0 to 1","-","-","-","2","-","-","380.00","52.58","","","","25 May 2023",""
"SFFtime","P-ATX V2","Console","378","78","342","10.08","294.84","2.8","Steel","0.8-2mm Steel","59","92 / 120","Y","370","140","62","3","-","mITX / mDTX / mATX / ATX","SFX / SFX-L","","0 to 2","-","-","-","-","0 to 1","0 to 1","-","-","-","-","2","-","-","","179.00","Link","Link","Discontinued","03 Jan 2022",""
"U-NAS","NSC-410","NAS","263","195","197","10.10","512.85","4.1","Al","Steel","40","-","-","","","","1","-","mITX","Flex ATX","3","4","-","-","-","-","-","1","-","-","-","1","2","-","Y","","159.00","","","","10 Jun 2022",""
"Fractal Design","Node 202","Console","330","82","377","10.20","270.60","3.5","Plastic","Plastic + Steel","56","-","Y","310","145","47","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","0 to 2","-","-","-","-","2","-","Y","","86.00","","Link","","24 Mar 2022",""
"臻致设计的工业与艺术","PDL-JX-D1","Sandwich","357","143","200.1","10.22","510.51","1.25","Al","3mm 6061 Al","60","-","Y","331","140","56","2","-","mITX","SFX / SFX-L","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","2,199.00","304.29","","","Discontinued","12 Feb 2022",""
"ZZAW","B2","Sandwich","312","140","235","10.26","436.80","2","Acrylic / Al","1.5-3mm Al","60","-","Y","300","133","53","2","-","mITX","SFX / SFX-L","2","0 to 1","-","-","-","-","-","2","-","-","-","-","2","-","-","398.00","55.07","","","","02 Jan 2022",""
"Kyle's Studio","Cube X1","Sandwich","310","138","240","10.27","427.80","3.5","Acrylic / Al","3mm Al","55","120 / 240","Y","300","135","54.5","2","-","mITX","SFX","","-","-","-","-","-","-","2 to 3","-","-","-","-","-","-","-","689.00","95.34","","","","30 Apr 2022",""
"Ultra Civilz","A4F-XL","Sandwich","308","139","240","10.27","428.12","","Al","Al","68","-","Y","300","158","45","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","4","-","-","-","-","-","-","-","999.00","138.24","","","Discontinued","03 Sep 2021",""
"ZZAW","B1","Sandwich","310","140","237","10.29","434.00","1.7","Acrylic / Al","1.5-2mm Al","60","-","Y","305","133","53","2","-","mITX","SFX / SFX-L","2","0 to 1","-","-","-","-","-","2","-","-","-","-","2","-","-","368.00","50.92","","","","",""
"ZS Cases","ZS-A4 V3 (with 46mm top hat)","Sandwich","320","134","240","10.29","428.80","2.1","Al","4mm Al","65","120 / 240 /w top hat","Y","314.5","133","59","2","-","mITX","SFX","","-","-","-","-","-","-","1 to 3","-","-","-","-","-","-","-","900.00","170.00","","Link","","06 Dec 2022",""
"InWin","BP659","Classic","373","103","268","10.30","384.19","","Steel","Steel","75","-","-","186","85","20","","1","mITX","TFX","2","-","1","-","-","1","-","-","-","-","-","0 to 2","0 to 2","-","Y","","","","","","28 Sep 2021",""
"AKLLA","A5","Sandwich","190","155","350","10.31","294.50","3.5","Al","2.5-15mm T6 Al + 1-1.5mm SECC Steel","74","120 / 240 /w top hat","Y","305","146","62","2","-","mITX","SFX / SFX-L","2","0 to 2","-","-","-","-","-","0 to 2","0 to 2","-","-","-","-","1","-","799.00","110.56","","","","03 Sep 2021",""
"Metalfish","Metal Glass","Classic","285","125","290","10.33","356.25","","Glass","Al","60","-","-","","70","60","","3","mITX / mATX","DC-ATX","2","-","-","-","-","-","4","-","-","-","-","-","1","-","-","399.00","55.21","","","Discontinued","22 Nov 2022",""
"Silverstone","MILO 11","Console","285","330","110","10.35","940.50","2.48","Steel","Plastic + Steel","90","-","-","272","96","80","","4","mITX / mATX","TFX","","0 to 1","1 (Slim)","-","0 to 1","1 to 2","-","-","-","-","-","2","2","-","Y","","79.99","","","","15 May 2023",""
"Lazer3D","LZ7 XTD","Classic","290","226","158","10.36","655.40","","Acrylic","3-5mm Acrylic","135","120","-","280","131","40","2","-","mITX","SFX","2","-","-","-","-","1","1","1","1","-","-","-","2","-","Y","","207.41","Link","","","",""
"AKLLA","A4","Sandwich","335","155","200","10.39","519.25","2.3","Al / Glass","2mm 6061 Al + 1mm Steel","76","120 / 140 / 240 / 280 /w AIO top hat","Y","330","140","50","2","-","mITX","SFX / SFX-L","2","0 to 3","-","-","-","-","-","0 to 2","0 to 2","-","-","-","-","1","-","469.00","64.90","","","Discontinued","24 May 2023",""
"AKLLA","A4s","Sandwich","335","155","200","10.39","519.25","2.3","Al / Glass","2mm 6061 Al + 1mm Steel","68","120 / 140 / 240 / 280 /w AIO top hat","Y","330","140","58","2","-","mITX","SFX / SFX-L","2","0 to 3","-","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","-","499.00","69.05","","","Discontinued","",""
"AKLLA","A4-atx","Sandwich","335","155","200","10.39","519.25","2.3","Al / Glass","2mm 6061 Al + 1mm Steel","76","120 / 140 / 240 / 280 /w AIO top hat","Y","330","140","50","2","-","mITX","ATX","2","0 to 3","-","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","-","499.00","69.05","","","Discontinued","24 May 2023",""
"Fractal Design","Terra","Sandwich","343","153","198","10.39","524.79","3.1","Al","Al + Steel + Wood","77","120","Y","322","131","72","3","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","1","-","-","-","-","1","1","-","","179.99","","","","31 May 2023",""
"SFFtime","P-ATX V3","Console","377.5","81","340","10.40","305.78","1.7","Al","Al","59","120","Y","370","140","62","3","-","mITX / mDTX / mATX / ATX","SFX / SFX-L","","0 to 1","-","-","-","-","-","0 to 1","-","-","-","-","-","1","-","","169.00","Link","","","22 Jun 2022",""
"Dream Case","D1FX-240 (V2)","Sandwich","310","140","240","10.42","434.00","","Steel","Steel","62","120 / 240","Y","310","160","58","2","-","mITX / mDTX","SFX / SFX-L","2","-","-","-","-","-","-","2","-","-","-","-","-","-","-","268.00","37.09","","","Discontinued","25 Jun 2022",""
"柏越科技","MA4","Sandwich","329","132","240","10.42","434.28","","Acrylic / Al","Al","65","120","Y","325","","40","2","-","mITX","Flex ATX","6","0 to 3","-","-","-","-","-","2 to 3","-","-","-","-","2","-","Y","299.00","41.37","","","Discontinued","03 Sep 2021",""
"柏越科技","M99 V3","Sandwich","280","135","276","10.43","378.00","3","Acrylic / Al","Al","65","-","Y","275","","50","2","1","mITX / mATX","Flex ATX","","0 to 2","-","-","-","-","-","2","-","-","-","-","2","-","Y","299.00","41.37","","","","30 Apr 2022",""
"YTC","M99 V4","Sandwich","280","135","276","10.43","378.00","2","Steel","Steel","63","-","Y","275","","50","2","1","mITX / mATX","Flex ATX","","0 to 2","-","-","-","-","-","2","-","-","-","-","2","-","Y","149.00","20.62","","","","30 Apr 2022",""
"YTC","M99 V5","Sandwich","280","135","276","10.43","378.00","","Mesh","Steel","63","-","Y","275","","50","2","1","mITX / mATX","1U","","0 to 2","-","-","-","-","-","2","-","-","-","-","2","-","Y","248.00","34.32","","","","29 Mar 2022",""
"Mechanic Master","MC14","Sandwich","342","142","215","10.44","485.64","3.5","Al","2mm Al + 1mm Steel","70","120 / 240","Y","335","","60","3","-","mITX","SFX / SFX-L","2","0 to 1","-","-","-","-","-","2 to 3","-","-","-","-","1","1","-","499.00","69.05","","","Discontinued","21 Jul 2023",""
"Chieftec","BT-04B","Classic","240","135","323","10.47","324.00","3.5","Al","0.6mm SECC Steel","70","-","-","190","","40","2","-","mITX","SFX","","0 to 1","1 (Slim)","-","2","1","-","-","-","-","-","-","2","-","Y","","","","","","05 Jun 2022",""
"Chieftec","BT-06B","Classic","240","135","323","10.47","324.00","2.85","Al","0.6mm SECC Steel","110","-","-","190","115","40","2","-","mITX","SFX","2","1","-","-","2","1","-","-","-","-","-","-","2","-","Y","","102.47","","","","25 May 2023",""
"Shiny Snake","S400 V2","Sandwich","340","140","220","10.47","476.00","2.35","Mesh","Al + SPCC Steel","67","-","Y","335","154","65","3","-","mITX","SFX / SFX-L","3","0 to 1","-","-","-","-","1","2","-","-","-","-","1","1","-","349.00","48.29","","","","",""
"JM Customized","JIMU D+ V1.0","Sandwich","340","140","220","10.47","476.00","2.6","Mesh","Al","81.5","120 / 140 / 240 / 280","Y","330","145","67","3","-","mITX","SFX / ATX","","0 to 1","-","-","-","-","-","2 to 4","0 to 2","-","-","-","-","1","Y","1,099.00","152.08","","","Discontinued","20 Dec 2021",""
"AKLLA","A3 Max","Sandwich","216","155","313","10.48","334.80","3.5","Al","Al + SECC Steel","75","120 / 140","Y","208","150","50","2","-","mITX / mATX (230x205)","Flex ATX / SFX / SFX-L","3","2","-","-","-","-","-","0 to 1","0 to 1","-","-","-","-","1","-","869.00","120.25","","","","",""
"Sunmilo Studio","T03","Sandwich","320","130","252","10.48","416.00","","Al / Glass","Al","56","120 / 240","Y","310","130","49","2","-","mITX","SFX","2","-","-","-","-","-","-","2","-","-","-","-","-","-","-","839.00","116.10","","","Discontinued","",""
"XTIA","Xproto","Open","190","160","345","10.49","304.00","","Open","4mm Al","","120 / 140 / 240 / 280 / 360 / 420","Y","315","","","2","-","mITX","SFX","2","-","-","-","-","-","-","-","-","-","-","-","2","-","Y","650.00","125.00","","","","11 Jan 2022",""
"XTIA","Xproto-N","Open","190","160","345","10.49","304.00","","Open","4mm Al","","120 / 140 / 240 / 280 / 360 / 420","Y","330","","","2","-","mITX","SFX","2","-","-","-","-","-","-","-","-","-","-","-","2","-","Y","680.00","133.00","","","","11 Jan 2022",""
"JM Customized","JIMU D+ V2.0 (Package A)","Sandwich","340","140","221","10.52","476.00","2.4","Al","Al + SECC Steel","92","120 / 140 / 240 / 280 / 240 + 280","Y","337","151","68","2","-","mITX","SFX / SFX-L / ATX","","0 to 1","-","-","-","-","-","2 to 4","0 to 2","-","-","-","-","-","-","1,799.00","284.99","Link","","","04 May 2024",""
"JM Customized","JIMU D+ V2.0 (Package B)","Classic","340","140","221","10.52","476.00","2.4","Al","Al + SECC Steel","117","120 / 140 / 240 / 280","-","332","124","45","2","-","mITX / mDTX","SFX / SFX-L","","0 to 1","-","-","2","-","-","2 to 4","0 to 2","-","-","-","-","-","-","1,989.00","314.99","Link","","","25 May 2023",""
"Mini Computers","Gecko Air ITX","Open","256","150","274","10.52","384.00","0.8","Open","3mm Al","","120","-","","","71","2","-","mITX","SFX","1","-","-","-","-","-","-","1","-","-","-","-","2","-","-","","79.05","","","","20 Oct 2022",""
"Sunmilo Studio","C01s","Classic","280","160","235","10.53","448.00","","Glass","Al","135","-","-","277","140","40","2","-","mITX","SFX / SFX-L","1","-","-","-","-","0 to 1","0 to 1","-","-","-","-","-","1","-","-","869.00","120.25","","","","25 May 2023",""
"Metalfish","S4","Classic","300","160","220","10.56","480.00","1.5","Glass","2-3mm Al","135","-","-","290","140","50","2","-","mITX","SFX / SFX-L","","0 to 1","-","-","-","-","1","-","-","-","-","-","2","-","-","299.00","41.37","","","","25 May 2023",""
"Metalfish","S6","Classic","300","160","220","10.56","480.00","1.5","Glass","2-3mm Al","135","-","-","290","140","50","2","-","mITX","SFX / SFX-L","","0 to 1","-","-","-","-","1","-","-","-","-","-","2","-","-","299.00","41.37","","","","25 May 2023",""
"GJ","G-A4L","Sandwich","333","155","205","10.58","516.15","","Al","3-5mm Al","65","-","Y","320","135","55","2","-","mITX","SFX","","-","-","-","-","-","0 to 1","2 to 3","-","-","-","-","1","-","-","899.00","124.40","","","Discontinued","",""
"极致猫电子","Z11","Sandwich","332","149","214","10.59","494.68","","Acrylic / Al","3-4mm 6061 Al","65","-","Y","332","147","55","2","-","mITX","SFX / SFX-L","4","2","-","-","-","-","-","2","-","-","-","-","-","-","-","499.00","69.05","","","Discontinued","03 Sep 2021",""
"Sirius Case / 天狼星机箱","T50 (old)","Sandwich","324","148","221","10.60","479.52","2","Acrylic / Glass","Acrylic + Al frame","61","-","Y","303","129","55","2","-","mITX","SFX / SFX-L","","-","-","-","-","-","3","-","-","-","-","-","-","-","-","199.00","27.54","","","Discontinued","",""
"魔神科技电脑机箱城","XX1","Open","190","155","360","10.60","294.50","1","Open","Al","","-","Y","330","135","55","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","268.00","37.09","","","Discontinued","03 Sep 2021",""
"GEEEK","M5","Sandwich","340","140","223","10.61","476.00","","Steel","SPCC Steel","65","120 / 240","Y","320","135","65","2","-","mITX","SFX / SFX-L","","0 to 1","-","-","-","-","-","4","-","-","-","-","-","-","-","","89.00","","","","02 Jan 2022",""
"REVOCCASES","RCC-TWR1","Classic","213","156","320","10.63","332.28","","Al","Al","136","-","-","277","141","40","2","-","mITX","SFX / SFX-L / ATX","","-","-","-","-","-","2","-","-","-","-","-","-","-","-","","","Link","","Discontinued","25 May 2023",""
"Dream Case","D1FX-240 (V1)","Sandwich","315","130","260","10.65","409.50","","Steel","Steel","55","120 / 240","Y","310","148","50","2","-","mITX / mDTX","SFX","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","270.00","37.36","","","Discontinued","25 Jun 2022",""
"臻致设计的工业与艺术","PDL-JX-C1/2","Sandwich","361","145","203.6","10.66","523.45","1.25","Al","3mm 6061 Al","60","-","Y","331","140","56","2","-","mITX","SFX / SFX-L","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","2,199.00","304.29","","","","03 Sep 2021",""
"iQunix Design","ZX-1 (air cool)","Sandwich","330","149","217","10.67","491.70","2.4","Al","Al","70","-","Y","305","140","45","2","-","mITX","SFX / SFX-L","","-","-","-","-","-","-","2","-","-","-","-","2","1","Y","1,299.00","299.00","","","","28 Nov 2021",""
"浪险电竞装机馆","ProArtist Elfish 3","Sandwich","320","145","230","10.67","464.00","5.5","Al","6061 Al","56","-","Y","290","","40","2","-","mITX","SFX","","-","-","-","-","-","-","2","-","-","-","-","-","1","-","1,399.00","193.59","","","","30 Apr 2022",""
"Sirius Case / 天狼星机箱","T80","Sandwich","331","150","216","10.72","496.50","2","Acrylic / Al","3mm 6 Series Al","60","-","Y","325","143","61","2","-","mITX","SFX / SFX-L","4","3","-","-","4","-","-","2","-","-","-","-","-","-","-","269.00","37.22","","","","",""
"Sunmilo Studio","T03 Pro","Sandwich","320","130","258","10.73","416.00","5","Al / Glass","Al","56","120 / 240","Y","314","135","48","2","-","mITX","SFX","2","-","-","-","-","-","-","4","-","-","-","-","-","-","-","839.00","116.10","","","","30 Apr 2022",""
"Anthe","W19","Console","356","67","451","10.76","238.52","3","Al","2mm Al + Steel","50","120 / 240 / 360","Y","340","135","63","3","-","mITX","SFX","","0 to 1","-","-","-","-","-","3","-","-","-","-","-","-","-","","189.08","Link","Link","Discontinued","10 May 2023",""
"Silverstone","SG05","Classic","276","222","176","10.78","612.72","2.3","Steel","Plastic + Steel","82","-","-","254","129","40","2","-","mITX / mDTX","SFX","1","1","1 (Slim)","-","-","-","-","1","-","-","-","-","2","-","Y","","50.00","","","","24 Mar 2022",""
"Archon定制主机","Vnano","Classic","289","170","220","10.81","491.30","","Glass","Al","130","-","-","270","135","40","2","-","mITX / mDTX","SFX","3","-","-","-","-","-","1","1","-","-","-","-","-","-","-","550.00","76.11","","","Discontinued","20 Jul 2023",""
"Seven.CME","M1 (10.8L)","Classic","317","155","220","10.81","491.35","","Al","Al","125","-","-","308","130","40","2","-","mITX","SFX / SFX-L","","0 to 2","-","-","-","-","3","-","-","-","-","-","1","-","-","658.00","91.05","","","Discontinued","25 May 2023",""
"Ultra Civilz","A4s","Sandwich","308","135","260","10.81","415.80","","Glass","Al","68","120 / 240","Y","300","","45","2","-","mITX","SFX","3","-","-","-","-","-","2","2","-","-","-","-","-","-","-","1,199.00","165.91","","","Discontinued","",""
"GEEEK","A40 V2","Sandwich","261","139","300","10.88","362.79","","Acrylic","Acrylic + Al frame","60","-","Y","245","135","48","2","-","mITX","SFX / SFX-L","2","-","-","-","-","0 to 2","1 to 3","-","-","-","-","-","2","-","Y","","59.00","","","Discontinued","12 Feb 2022",""
"Dream Case","D1FX-ATX","Sandwich","335","155","210","10.90","519.25","","Steel","Steel","85","-","Y","335","160","55","2","-","mITX / mDTX","ATX","2","1","-","-","-","-","-","1","-","-","-","-","-","-","-","288.00","39.85","","","Discontinued","03 Sep 2021",""
"Sliger","CL530 / Conswole","Console","343","92","346","10.92","315.56","3.13","Steel","1.6mm 5052 Al + 0.8mm SECC Steel","75","-","Y","335","157","63","3","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","2","-","-","-","-","1","1","Y","","169.00","Link","Link","Discontinued","12 Feb 2022",""
"GEEEK","A40 V3","Sandwich","261","140","299","10.93","365.40","","Acrylic","Acrylic + Al frame","70","92","Y","245","135","48","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","3","-","-","-","-","-","2","-","-","","59.90","","Link","","",""
"Fire create 火联智造","灵刃S1","Sandwich","354","141","219","10.93","499.14","3.2","Al / Glass","2.5-5mm Al","50","120 / 240","Y","328","134","60","2","-","mITX","SFX","2","-","-","-","-","-","-","3","-","-","-","-","-","-","-","1,200.00","166.05","","","Discontinued","17 Jul 2022",""
"Fire create 火联智造","灵刃S2","Sandwich","354","141","219","10.93","499.14","3.2","Al / Glass","2.5-5mm Al","50","120 / 240","Y","328","134","60","2","-","mITX","SFX","2","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1,200.00","166.05","","","","",""
"SGPC","K77 (V3)","Classic","284","156","247","10.94","443.04","3","Glass / Steel","1.5mm SPCC Steel","135","-","-","275","140","70","3","-","mITX / mATX (226x186/230x200)","SFX / ATX","","-","-","-","-","-","1 to 3","0 to 2","-","-","-","-","1","1","-","239.00","33.07","","","Discontinued","09 Jun 2022",""
"GEEEK机箱","A50S (3 slot version)","Sandwich","330","155","214","10.95","511.50","2.5","Acrylic","Acrylic + Al frame","65","-","Y","305","147","63","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","3","-","-","-","-","1","-","-","298.00","41.24","","","","30 Apr 2022",""
"Small Case","Bs2 (Water)","Sandwich","320","138","248","10.95","441.60","2.9","Al / Glass","3-10mm 6061-T6 Al","57","120 / 240","Y","298","125","45","2","-","mITX","SFX","2","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1,169.00","161.76","","","","08 Feb 2023",""
"GEEEK","A70","Sandwich","214","155","331","10.98","331.70","","Acrylic","Acrylic + Al frame","69","-","Y","305","152","60","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","2","-","-","-","-","2","-","-","398.00","79.00","","Link","","25 Jun 2022",""
"Dream Case","D30 PRO (V1)","Sandwich","330","160","208","10.98","528.00","1.68","Steel","Steel","80","-","Y","328","160","55","2","-","mITX / mDTX","ATX","2","0 to 1","-","-","-","-","-","0 to 1","-","-","-","-","-","-","-","188.00","26.02","","","Discontinued","25 Jun 2022",""
"Dream Case","D30 PRO (V2)","Sandwich","330","160","208","10.98","528.00","1.42","Steel","Steel","82","-","Y","328","155","52","2","-","mITX / mDTX","ATX","2","0 to 1","-","-","-","-","-","0 to 1","-","-","-","-","-","-","-","178.00","24.63","","","","25 Jun 2022",""
"Dream Case","D32","Classic","320","156","220","10.98","499.20","1.45","Steel","Steel","135","-","-","315","140","50","2","-","mITX","SFX","2","1","-","-","-","-","1","-","-","-","-","-","-","-","-","108.00","14.94","","","","25 May 2023",""
"WDEAN DORA","D2S","Sandwich","350","143","220","11.01","500.50","3.8","Al","6mm Al","55.8","120 / 240","Y","318","150","56","2","-","mITX","SFX / SFX-L","","?","-","-","-","-","-","2","-","-","-","-","-","-","-","1,368.00","189.30","","","Discontinued","22 Nov 2022",""
"Seven.CME","SL-A4","Sandwich","315","140","250","11.03","441.00","","Al","Al","50","120 / 240","Y","308","140","54","2","-","mITX","SFX / SFX-L","3","-","-","-","-","-","-","2","-","-","-","-","1","-","-","628.00","86.90","","","Discontinued","03 Sep 2021",""
"HDPLEX","H3 V3","Console","302.2","320.53","114","11.04","968.64","5.5","Al","6063T Al","","-","-","","70","40","1","2","mITX / mATX","DC-ATX","","0 to 1","-","-","-","-","-","-","-","-","-","-","-","1","Y","","258.00","","","","",""
"Louqe","Ghost S1 Mk III (with L top hat)","Sandwich","322","140","245","11.04","450.80","2.5","Al","Al + SECC Steel","66","120 / 240 /w L top hat","Y","305","144","45","2","-","mITX","SFX / SFX-L","","0 to 2","-","-","-","-","-","0 to 3","-","-","-","-","-","-","-","","319.00","Link","Link","","23 May 2022",""
"SGPC","K77 (V2)","Classic","282","158","248","11.05","445.56","1.38","Glass","1.5-2mm Al","135","-","-","275","140","70","3","-","mITX / mATX (226x186/230x201)","SFX / ATX","","-","-","-","-","-","1 to 3","0 to 2","-","-","-","-","-","-","-","199.00","27.54","","","Discontinued","01 Jun 2022",""
"Sliger","SM560","Sandwich","335","159","208","11.08","532.65","2.65","Acrylic / Al","2mm 5052 Al + 0.8mm SECC Steel","55","92 / 120","Y","325","157","67","3","-","mITX","SFX / SFX-L","","0 to 2","-","-","-","-","-","0 to 2","-","-","-","-","1","1","Y","","229.00","Link","Link","Discontinued","",""
"Mini Computers","Gecko 250","Classic","259","155","276","11.08","401.45","3.1","Al","3mm Al","128","120","-","250","133","55","2","-","mITX","SFX","1","-","-","-","-","-","1","2","-","-","-","-","2","-","-","","137.95","","","","25 May 2023",""
"CaseKraken","NEX Classic V2","Sandwich","330","160","210","11.09","528.00","","Steel","1.5mm Steel","70","-","Y","315","","60","3","-","mITX","SFX / SFX-L","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","","88.00","","","Discontinued","22 Nov 2022",""
"Jonsbo","N2","NAS","222.5","222.5","224","11.09","495.06","2.9","Al","2mm Al + 1mm Steel","65","-","-","197","70","20","","1","mITX","SFX / SFX-L","1","5","-","-","-","-","-","1","-","-","-","-","1","1","Y","","150.00","","","","15 May 2023",""
"Mechanic Master","钢铁匣 Nano","Open","210","145","365","11.11","304.50","1.25","Open","Al","","120 / 140 / 240 / 280","Y","335","","","","-","mITX","SFX / SFX-L","","-","-","-","-","-","-","?","?","-","-","-","1","1","-","799.00","110.56","","","","",""
"Lian Li","A4-H2O","Sandwich","326","140","244","11.14","456.40","2.9","Al","1.5-2mm Al + 1.5mm SPCC Steel","55","120 / 240","Y","322","155","65","3","-","mITX","SFX / SFX-L","1","-","-","-","-","-","-","2","-","-","-","-","1","1","Y","","119.99","Link","","","25 Feb 2024",""
"Silverstone","SG06","Classic","286","220","177","11.14","629.20","2.43","Steel","Al + Steel","82","-","-","254","129","40","2","-","mITX / mDTX","SFX","1","1","1 (Slim)","-","-","-","-","1","-","-","-","-","2","-","Y","","60.00","","","","24 Mar 2022",""
"GEEEK","G1 SE","Sandwich","330","145","233","11.15","478.50","","Acrylic / Al","2mm Al","66","120 / 240","Y","325","145","55","2","-","mITX","SFX / SFX-L","4","-","-","-","-","-","-","4","-","-","-","-","-","-","-","","99.00","","Link","","",""
"Sirius Case / 天狼星机箱","T30 / RDX1024","Sandwich","319","140","250","11.17","446.60","","Acrylic / Glass","Al","59","120 / 240","Y","312","165","49","2","-","mITX","SFX / SFX-L","1","-","-","-","-","-","-","2","-","-","-","-","-","-","-","462.00","63.93","","","Discontinued","",""
"Captain S.","V2","Sandwich","318","140","251","11.17","445.20","","Al / Glass","6061-T6 Al","62","120 / 240","Y","307","133","45","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","3","-","-","-","-","-","-","-","899.00","124.40","","","","",""
"INDESIGN STUDIO","IN-0 (Open Chassis)","Open","210","150","355","11.18","315.00","","Open","Al","139","-","-","335","130","50","2","-","mITX / mDTX","SFX / SFX-L","","0 to 3","-","-","-","-","1","-","-","-","-","-","-","-","-","599.00","82.89","","","Discontinued","30 Apr 2022",""
"GEEEK","G1","Sandwich","332","144","234","11.19","478.08","1.95","Acrylic","2.5mm 6061-T6 Al","66","-","Y","320","150","50","2","-","mITX","SFX / SFX-L","2","-","-","-","-","-","-","4","-","-","-","-","-","-","-","","149.00","","","","",""
"GEEEK机箱","N501","Classic","290","155","250","11.24","449.50","2","Acrylic","Acrylic + Al frame","125","-","-","280","130","45","2","-","mITX","SFX / SFX-L","2","-","-","-","-","2","-","2","-","-","-","-","-","-","-","298.00","41.24","","","Discontinued","25 May 2023",""
"Custom_Mod","SX3 lm 11L rev.1","Classic","315","152.5","234","11.24","480.38","","Acrylic / Al / Glass","1mm Al + 1mm Steel","128","120 / 140 / 240 / 280","-","305","133","60","3","-","mITX / mDTX","SFX / SFX-L","2","-","-","-","-","-","1","0 to 4","0 to 4","-","-","-","2","-","Y","","79.00","","","Discontinued","15 Sep 2023",""
"酷酷的小机箱","MS01","Classic","280","150","268","11.26","420.00","2.01","Steel","1mm Steel","60","-","-","265","127","60","3","-","mITX / mATX","SFX","","0 to 1","-","-","-","4","-","-","-","-","-","-","2","-","-","188.00","26.02","","","Discontinued","12 Feb 2022",""
"Warhead Design","Sans 2","Sandwich","335","143","235","11.26","479.05","2","Mesh","Al","80","120 / 140 / 240 / 280","Y","330","","60","2","-","mITX","SFX / SFX-L / ATX","1","-","-","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","-","599.00","82.89","","","Discontinued","24 May 2023",""
"LZmod","II-33 (water cooling)","Sandwich","326","140","247","11.27","456.40","3.5","Al / Glass","4mm 6061-T6 Al","66","120 / 240","Y","318","155","56","2","-","mITX","SFX / SFX-L","4","-","-","-","-","-","-","2","-","-","-","-","-","-","-","1,299.00","179.75","","","","09 Oct 2021",""
"ZZAW","B5","Classic","327","150","230","11.28","490.50","2.1","Al","1.5-3mm Al","120","120 / 240","-","300","125","52","2","-","mITX / mDTX","SFX / SFX-L","2","-","-","-","-","1","-","2","-","-","-","-","1","1","-","499.00","69.05","","","","25 May 2023",""
"Modivio","xCase LE","Console","330","95","360","11.29","313.50","1.2","Acrylic","3D printed ABS","70","120","Y","305","130","42","2","-","mITX","SFX","2","-","-","-","-","3","-","-","-","-","-","-","-","-","-","","169.00","Link","","Discontinued","02 Jan 2022",""
"Jonsbo","U1 Plus","Classic","220","170","302","11.29","374.00","2.77","Glass","4mm Al","133","-","-","195","138","40","2","-","mITX","SFX","2","-","-","-","-","1","-","-","-","-","-","-","2","-","Y","399.00","73.60","","","","25 May 2023",""
"Thor Zone","NANOQ S","Sandwich","355","141","226","11.31","500.55","2.9","Al","Steel","51","120 / 240","Y","327","158","63","3","-","mITX","SFX / SFX-L","","-","-","-","-","-","-","2","-","-","-","-","-","-","-","","344.52","","","","25 Feb 2024",""
