"Seller","Case","Style","Case Length (mm)","Case Width (mm)","Case Height (mm)","Volume (L)","Footprint (cm2)","Weight (kg)","Side Panel","Case Material","CPU Cooler Height (mm)","AIO / Radiator Support","GPU Riser","GPU Length (mm)","GPU Width (mm)","GPU Height / Thickness (mm)","PCIe Slot","LP PCIe Slot","Motherboard","PSU","2.5"" Drive","3.5"" Drive","5.25"" Drive","40 mm Fan","60 mm Fan","80 mm Fan","92 mm Fan","120 mm Fan","140 mm Fan","180 mm Fan","200 mm Fan","USB-A 2.0 I/O","USB-A 3.2 Gen 1 (5Gbps) I/O","USB-C I/O","3.5mm Jack I/O","Price (CNY)","Price (USD)","SFF.Net Link","SFFPC Wiki Link","Status","Last Update",""
"Geeklab","Nano3","Sandwich","186","104","235","4.55","193.44","","Acrylic / Al","6 series Al","42","-","Y","180","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","2","-","-","-","-","-","-","-","-","-","387.00","53.55","","","Discontinued","",""
"Metalfish","Metal Solid Mini","APU","230","86","230","4.55","197.80","","Al","3mm Al","40","-","-","-","-","-","-","-","mITX","DC-ATX","2","-","-","-","-","-","-","-","-","-","-","-","2","-","-","279.00","38.61","","","Discontinued","03 Sep 2021",""
"电竞艾派官方店","X3","Sandwich","189","110","219","4.55","207.90","","Al","1.6mm Al","47","-","Y","180","?","43","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","109.00","15.08","","","Discontinued","21 Jul 2023",""
"鄰家小匠888","邻家小匠 L33","Sandwich","185","112","220","4.56","207.20","1.5","Steel","1.2mm Steel","40","-","Y","180","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","89.00","12.32","","","","16 Jul 2022",""
"Lone Industries","L5","Classic","216","94","225","4.57","203.04","0.89","Al","1.5mm Al","70","-","-","185","70","40","-","2","mITX","DC-ATX","","-","-","-","-","0 to 2","-","-","-","-","-","-","-","-","-","-","129.00","Link","","Discontinued","02 Jan 2022",""
"TBOX","M4X","Sandwich","184","113","220","4.57","207.92","","Al","Al","50","-","Y","180","131","40","2","-","mITX","Flex ATX","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","258.00","35.70","","","Discontinued","",""
"Formula Case","Formula 2s","Sandwich","182","114.5","220","4.58","208.39","","Al","3mm 6061-T6 Al + SECC steel","48","-","Y","181","130","42","2","-","mITX","Flex ATX","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1,233.00","170.62","","","Discontinued","",""
"Warhead Design","Mini MKVI","Sandwich","185","100","250","4.63","185.00","","Al","Al","85","-","Y","180","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","1","-","-","499.00","69.05","","","Discontinued","",""
"Akyga","AK-730-01BZ","APU","256","65","279","4.64","166.40","2.1","Steel","Galvanised Steel + ABS","45","-","-","-","-","-","-","-","mITX","Flex ATX","1","-","1 (Slim)","-","-","-","-","-","-","-","-","2","-","-","Y","-","37.30","","","","",""
"Geeklab","Nano3c","Sandwich","186","106","236","4.65","197.16","0.25","Wood","3mm board","43.5","-","Y","180","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","2","-","-","-","-","-","-","-","-","-","109.00","15.08","","","Discontinued","08 Jan 2022",""
"J-HACK","Stratos X","Classic","216.6","91.37","235.4","4.66","197.91","","Acrylic","Acrylic","69","-","-","175","70","40","-","2","mITX","DC-ATX","","-","-","-","-","4","-","-","-","-","-","-","-","1","-","-","75.00","","","","",""
"Custom_Mod","FX lm 4.7L rev.2","Sandwich","190","110","225","4.70","209.00","","Acrylic / Al","1.5mm Al","48","-","Y","183","?","40","2","-","mITX","Flex ATX","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","69.00","Link","","Discontinued","23 Jun 2022",""
"Dream Case","D19","Sandwich","190","113","222","4.77","214.70","0.68","Steel","Steel","44","-","Y","188","150","44","2","-","mITX","Flex ATX","4","-","-","-","-","-","-","-","-","-","-","-","1","-","Y","89.00","12.32","","","","23 Jun 2022",""
"Dream Case","D19H (V1)","APU","190","113","222","4.77","214.70","0.68","Steel","Steel","84","-","-","-","-","-","-","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","72.00","9.96","","","Discontinued","23 Jun 2022",""
"Custom_Mod","SL3 stl 4.8L rev.1","Classic","194","273","90","4.77","529.62","","Steel","1mm steel","65","-","-","185","69","42","-","2","mITX","TFX","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","119.00","Link","","Discontinued","15 Sep 2023",""
"XTIA","XSlim-Mini (M)","Console","188","86","295","4.77","161.68","","Mesh","4mm Al","65","-","Y","173","140","25","1","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","375.00","51.89","","","","23 Jun 2022",""
"GEEEK","G4","APU","225","100","215","4.84","225.00","1.6","Al","Al + SPCC Steel","52","-","-","-","-","-","-","-","mITX","Flex ATX","1","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","79.00","","","","17 Mar 2022",""
"Midori Computer","Midori 5L","Sandwich","180","100","270","4.86","180.00","","Steel","Steel","37","-","Y","257","143","44","2","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","2","2","-","Y","-","69.58","","","Discontinued","20 Jun 2023",""
"Custom_Mod","FX 4.9L rev.4","Sandwich","190","115","225","4.92","218.50","0.9","Acrylic / Al","1.5mm Al + 1.5mm Steel","48","-","Y","180","?","42","2","-","mITX","Flex ATX","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","123.83","","","","",""
"COOJ","Sparrow MQ4","APU","235","100","210","4.94","235.00","","Al / Steel","Al","69","-","-","-","-","-","-","-","mITX","Flex ATX","3","-","-","-","-","2","-","-","-","-","-","-","-","-","-","899.00","169.00","","","","07 Jun 2022",""
"Critical","cp4CNC","Sandwich","186","119","223","4.94","221.34","","Acrylic","3mm Al","48","-","Y","181","?","44","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","247.00","34.18","","","","",""
"Velkase","Velka 5 V2.0","Sandwich","177","98","285","4.94","173.46","2","Steel","1-1.2mm Steel + 5mm Al front panel","37","-","Y","270","135","43","2","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","179.00","Link","Link","","20 Jun 2023",""
"柏越科技","M24 pro","Sandwich","190","111","235","4.96","210.90","1","Steel","Steel","47","-","Y","190","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","-","1","-","179.00","24.77","","","","06 Jun 2022",""
"Critical","CP-4","Sandwich","187","119","223","4.96","222.53","","Al","3mm Al","48","-","Y","181","?","42","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","399.00","55.21","","","Discontinued","12 Feb 2022",""
"Streacom","DB1","APU","222","101","222","4.98","224.22","1.8","Al","4mm 6063 Al","","-","-","-","-","-","-","-","mITX","DC-ATX","1","-","-","-","-","-","-","-","-","-","-","-","0 to 1","0 to 1","-","-","129.00","","","","02 Sep 2021",""
"Densium","Densium 4 Plus","Sandwich","231","98","220","4.98","226.38","","Steel","1.2mm Steel + 8mm Wood front panel","39","-","Y","220","?","43","2","-","mITX","Flex ATX","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","129.99","Link","","Discontinued","05 Sep 2022",""
"SGPC","K39 (V3)","Sandwich","196","117","218","5.00","229.32","3","Acrylic / Steel","1.5mm SPCC Steel","56","-","Y","185","?","43","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","1","1","-","179.00","24.77","","","","30 Apr 2022",""
"彗星播种数码专营店","艾罗拉U1","Sandwich","185","115","235","5.00","212.75","1.1","Steel","Steel","42","-","Y","175","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.00","10.93","","","","28 Nov 2023",""
"NFC","Skyreach 4 MINI","Console","225","64","348","5.01","144.00","1.13","Al","1.5mm Al","45","-","Y","215","?","40","2","-","mITX","DC-ATX","","-","-","-","-","-","0 to 2","0 to 1","-","-","-","-","-","-","-","-","199.00","Link","Link","Discontinued","03 Jan 2022",""
"malkans","SF5A","APU","182","137","201","5.01","249.34","0.63","Acrylic","Acrylic","49","-","-","-","-","-","-","-","mITX","SFX","","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","82.95","","","","06 Dec 2022",""
"LZmod","LZ-A4 A24-V5","Classic","240","91","231","5.05","218.40","","Al","3mm 6061-T6 Al","69.7","-","-","180","70","40","-","2","mITX","Flex ATX","2","-","-","-","-","2","-","-","-","-","-","-","1","-","-","399.00","55.21","","","","28 Mar 2023",""
"ZS Cases","ZS-A4M V2","Sandwich","189","114","235","5.06","215.46","","Al","3-4mm 6061-T6 Al","49","-","Y","182","150","42","2","-","mITX","Flex ATX","2","-","-","-","-","2","-","-","-","-","-","-","0 to 1","0 to 1","-","700.00","96.86","","Link","Discontinued","03 Sep 2021",""
"Velkase","Velka 5 V3.0","Sandwich","178","102","283","5.14","181.56","1.4","Steel","1-2mm Steel","37","-","Y","270","143","43","2","-","mITX","Flex ATX","","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","179.99","Link","","","09 Oct 2023",""
"Gamemax","Violin","APU","228","90","251","5.15","205.20","1.9","Mesh","4mm Al + 0.5mm Steel","43","-","-","-","-","-","-","-","mITX","Custom","2","-","-","-","-","-","-","-","-","-","-","1","1","1","Y","-","","","","","26 Apr 2023",""
"Cubeor","Aski","APU","200","79","326","5.15","158.00","1.2","Wood","Al + Wood","57","-","-","-","-","-","-","-","mITX","SFX / SFX-L","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","124.83","","","","17 Feb 2022",""
"柏越科技","M34","Sandwich","205","105","240","5.17","215.25","0.7","Acrylic / Al","6061 Al","45","-","Y","205","?","45","2","-","mITX","Flex ATX","2","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","1","-","-","199.00","27.54","","","","08 Feb 2022",""
"SIXGE Case","K2S V2.0","Sandwich","191","116","234","5.18","221.56","1.8","Al","3-15mm 6063-T6 Al","49","-","Y","185","?","44","2","-","mITX","Flex ATX","4","0 to 1","-","-","-","-","2","-","-","-","-","-","-","-","-","598.00","82.75","","","Discontinued","11 Jun 2022",""
"SIXGE Case","K2S V3.0","Sandwich","191","116","234","5.18","221.56","1.8","Al","3-15mm 6063-T6 Al","49.5","-","Y","187","?","44.5","2","-","mITX","Flex ATX","4","-","-","-","-","-","2","-","-","-","-","-","-","-","-","598.00","82.75","","","","11 Jun 2022",""
"REVOCCASES","FLEXi5","Console","277","60","313","5.20","166.20","","Mesh","Al","38","-","Y","273","122","40","2","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","Link","","DIY","05 Jun 2022",""
"Geeklab","Nano3Plus","Sandwich","191","113","243","5.24","215.83","","Acrylic / Al","6 series Al","49","-","Y","185","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","-","-","-","427.00","59.09","","","Discontinued","",""
"Metalfish","S3","Sandwich","200","105","250","5.25","210.00","1","Acrylic / Al / Glass","2mm Al","40","-","Y","195","?","40","2","-","mITX","Flex ATX","","0 to 1","-","-","-","1","-","-","-","-","-","-","1","-","-","299.00","41.37","","","","",""
"Dream Case","D1U-20","Sandwich","200","110","240","5.28","220.00","","Acrylic / Steel","1.2mm steel","38","-","Y","200","?","47","2","-","mITX / mDTX","Flex ATX","2","-","-","-","-","2","-","-","-","-","-","-","-","-","-","188.00","26.02","","","Discontinued","",""
"ZZAW","A1","Sandwich","200","109","243","5.30","218.00","1.1","Al","1.5-2mm Al","43","-","Y","195","146","44","2","-","mITX","Flex ATX","","0 to 1","-","-","-","0 to 1","0 to 1","-","-","-","-","-","1","-","-","298.00","41.24","","","Discontinued","06 Jun 2022",""
"LZmod","LZ-A4 A18-V2","Sandwich","186","119","240","5.31","221.34","","Al","6061-T6 Al","49.62","-","Y","180","139","40","2","-","mITX","Flex ATX","3","-","-","-","-","2","-","-","-","-","-","-","-","-","-","588.00","81.37","","","Discontinued","",""
"Modivio","xCase S","Console","205","72","360","5.31","147.60","0.8","Acrylic","3D printed ABS","47","-","Y","175","120","46","2","-","mITX","DC-ATX","2","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","99.00","Link","","Discontinued","02 Jan 2022",""
"Dream Case","D8","APU","260","79","260","5.34","205.40","0.88","Steel","Steel","75","-","-","-","-","-","-","-","mITX / mATX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","1","-","Y","86.00","11.90","","","","",""
"Lazer3D","HT5","APU","210","96","265","5.34","201.60","","Acrylic","5mm Acrylic","72","-","-","195","70","40","-","2","mITX","DC-ATX","","-","-","-","-","0 to 4","-","-","-","-","-","-","-","-","-","-","121.04","","","","",""
"YTC","M69","Sandwich","213","115","219","5.36","244.95","","Al","Al","50","-","Y","210","?","40","2","-","mITX","Flex ATX","","0 to 1","-","-","-","-","-","-","-","-","-","-","-","-","-","299.00","41.37","","","Discontinued","02 Jan 2022",""
"Captain S.","V9","Classic","208","99","261","5.37","205.92","","Al / Glass","4mm 6061-T6 Al","75","-","-","208","70","40","-","2","mITX","Flex ATX","","-","-","-","-","3","-","-","-","-","-","-","-","-","-","519.00","71.82","","","","",""
"蛋蛋搞机坊","Digital Egg D53","Sandwich","230","117","200","5.38","269.10","","Mesh","6061 Al","48","-","Y","175","?","43","2","-","mITX","Flex ATX","1","-","-","-","-","-","2","-","-","-","-","-","-","-","-","1,149.00","159.00","","","Discontinued","13 May 2022",""
"Midori Computer","Midori 5L-V2","Sandwich","266","103","197","5.40","273.98","","Al","Al","37","-","Y","261","131","43","2","-","mITX","Flex ATX","1","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","96.60","","","","",""
"ZS Cases","ZS-A4M V3","Sandwich","240","114.9","197.5","5.45","275.76","1.4","Al","3mm 6061-T6 Al","48","-","Y","190","130","42","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","1","-","-","630.00","87.18","","Link","Discontinued","03 Sep 2021",""
"蛋蛋搞机坊","Digital Egg D53+","Sandwich","234","117","200","5.48","273.78","","Mesh","6061 Al","48","-","Y","181","?","43","2","-","mITX","Flex ATX","1","-","-","-","-","-","2","-","-","-","-","-","-","-","-","1,148.00","158.86","","","","21 Jul 2023",""
"Geeklab","Nano4 Pro","Sandwich","204","114","236","5.49","232.56","1.6","Al","3mm 6 series Al","50.5","-","Y","198","?","40","2","-","mITX","Flex ATX","","-","-","0 to 2","-","0 to 2","0 to 2","-","-","-","-","-","-","-","-","568.00","78.60","","","Discontinued","08 Jan 2022",""
"Overtek","Densium 4 Plus V2","Sandwich","237","103","225","5.49","244.11","","Steel","1.5mm Al + 1-1.2mm 304 Steel + Wood front panel","39","-","Y","222","?","40","2","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","165.00","Link","","","29 Sep 2022",""
"Formula Case","Loli1","Sandwich","197","117","239","5.51","230.49","1.8","Acrylic / Al","3-4mm 6061-T6 Al","48","-","Y","188","130","42","2","-","mITX","Flex ATX","3","-","-","-","-","-","2","-","-","-","-","-","1","-","-","397.00","54.94","","","","",""
"Mini Computers","Gecko Mini","APU","234","113","210","5.55","264.42","2.2","Al","3mm Al","54","-","-","-","-","-","-","-","mITX","DC-ATX","1","0 to 1","-","-","-","-","-","-","-","-","-","-","2","-","-","-","110.70","","","","",""
"SKTC","XQBOX A02","Console","210","285","93","5.57","598.50","2.2","Steel","3-4mm Al + 0.8mm steel","60","-","-","175","70","40","-","2","mITX / mDTX / mATX (226x170)","Flex ATX","","0 to 1","-","-","-","2","-","-","-","-","-","-","2","-","Y","239.00","33.07","","","","03 Sep 2021",""
"ZZAW","A1P","Sandwich","201","114","243","5.57","229.14","1","Al","1.5-2mm Al","48","-","Y","195","146","44","2","-","mITX","Flex ATX","","0 to 1","-","-","-","-","0 to 1","-","-","-","-","-","1","-","-","238.00","32.93","","","","06 Jun 2022",""
"SeaDamaged","SE Mid Mini","Sandwich","179","125","249","5.57","223.75","0.59","Carbon Fibre","Carbon Fibre","60","-","Y","175","126","40","2","-","mITX","SFX","2","-","-","-","-","-","-","-","-","-","-","-","1","-","-","1,568.00","216.98","","","Discontinued","",""
"LZmod","F1-1U","Sandwich","188","122","243","5.57","229.36","0.5","Al","4mm Al","49","-","Y","180","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","2","-","-","638.00","88.28","","","","30 Apr 2022",""
"酷冷魔神","X40","APU","270","80","260","5.62","216.00","","Acrylic / Steel","SPCC Steel","60","-","-","-","-","-","-","-","mITX / mATX","Flex ATX","1","1","-","-","-","-","-","-","-","-","-","0 to 1","0 to 1","-","-","149.00","20.62","","","","23 Jun 2023",""
"Phonon Case","Phonon Case","APU","189.5","200","148.6","5.63","379.00","","3D printed","3D printed","125","-","-","-","-","-","-","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","Self print","05 Jun 2022",""
"AKLLA","A1","APU","220","110","233","5.64","242.00","2","Al","4-5mm Al","90","-","-","200","70","20","-","1","mITX","Flex ATX","","0 to 2","-","-","-","0 to 4","0 to 2","-","-","-","-","-","-","0 to 1","-","499.00","69.05","","","","10 Apr 2023",""
"Custom_Mod","SLM2 5.7L","Console","220","70","370","5.70","154.00","1.2","Al","1.5-2mm Al","48","-","Y","210","135","40","2","-","mITX","DC-ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","132.00","","","","",""
"酷冷魔神","X20","Sandwich","198","124","233","5.72","245.52","","Acrylic / Steel","Steel","50","-","Y","195","?","40","2","-","mITX","Flex ATX","","0 to 1","-","-","-","-","-","-","-","-","-","-","1","-","-","109.00","15.08","","","","",""
"Velkase","Velka 5 V1.1","Sandwich","174","109","303","5.75","189.66","1","Al","1.5mm Al + 1mm Steel","48","-","Y","296","142","43","2","-","mITX","SFX / SFX-L","","0 to 1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","139.99","Link","Link","Discontinued","",""
"Captain S.","V7U","Sandwich","197","121","242","5.77","238.37","","Acrylic / Al","4mm 6061-T6 Al","50","-","Y","189","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","1","-","-","-","-","-","-","-","-","459.00","63.52","","","","",""
"COOJ","Sparrow MQ5","Sandwich","235","117","210","5.77","274.95","2.2","Al / Steel","Al","48","-","Y","178","125","43","2","-","mITX","Flex ATX","2","-","-","-","-","-","1","-","-","-","-","-","-","-","-","1,099.00","199.00","Link","","","",""
"Metalfish","S2","Classic","210","100","275","5.78","210.00","","Al","1.5mm Al","65","-","-","190","70","60","-","3","mITX / mATX (245x200)","DC-ATX","2","-","-","-","-","2","-","-","-","-","-","-","2","-","-","199.00","27.54","","","Discontinued","22 Nov 2022",""
"Warhead Design","Mini MKVI Deepdash","Sandwich","215","100","270","5.81","215.00","1.4","Al","Al","85","120","Y","175","?","40","2","-","mITX","Flex ATX","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","599.00","82.89","","","Discontinued","30 Apr 2022",""
"Dream Case","D1U","Sandwich","240","110","220","5.81","264.00","","Acrylic / Steel","1.2mm steel","38","-","Y","240","?","47","2","-","mITX","Flex ATX","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","188.00","26.02","","","Discontinued","",""
"XTIA","XSlim-Mini (L)","Console","188","106","295","5.88","199.28","","Mesh","4mm Al","85","-","Y","173","140","45","2","-","mITX","Flex ATX","1","-","-","-","-","2","-","-","-","-","-","-","-","-","-","375.00","51.89","","","","23 Jun 2022",""
"柏越科技","M66","Sandwich","200","110","270","5.94","220.00","","Al","Al","50","-","Y","194","?","42","2","-","mITX / mDTX","Flex ATX","2","-","-","-","-","1","-","-","-","-","-","-","2","-","-","209.00","28.92","","","Discontinued","03 Sep 2021",""
"Velkase","Velka 7 V2.0","Sandwich","177","111","303","5.95","196.47","2.1","Steel","1-1.2mm Steel + 5mm Al front panel","47","-","Y","289","140","43","2","-","mITX","SFX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","199.00","Link","Link","","",""
"Sunmilo Studio","S02","Sandwich","204","118","248","5.97","240.72","3","Al","Al","48","-","Y","204","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","1","-","-","739.00","102.26","","","","30 Apr 2022",""
"笨牛机箱","U20","Sandwich","252","116","205","5.99","292.32","1","Acrylic","1.5mm Al","50","-","Y","203","?","43","2","-","mITX","Flex ATX","1","-","-","-","-","-","2","-","-","-","-","-","1","-","-","159.00","22.00","","","Discontinued","21 Jul 2023",""
"Dream Case","D21 (V1)","Sandwich","210","118","242","6.00","247.80","0.77","Steel","Steel","49","-","Y","208","150","44","2","-","mITX / mDTX","Flex ATX","2","0 to 1","-","-","-","-","2","-","-","-","-","-","-","-","-","92.00","12.73","","","Discontinued","23 Jun 2022",""
"Streacom","F7C Alpha","Classic","250","240","100","6.00","600.00","2.1","Al","4mm 6063 Al","55","-","-","?","70","20","-","1","mITX","DC-ATX","","0 to 2","1 (Slot)","-","-","0 to 1","0 to 1","-","-","-","-","-","2","-","-","-","","","","","25 May 2023",""
"Streacom","FC8 Alpha","Classic","250","240","100","6.00","600.00","2.7","Al","4mm 6063 Al","","-","-","?","70","20","-","1","mITX","DC-ATX","","0 to 2","1 (Slot)","-","-","-","-","-","-","-","-","-","2","-","-","-","","","","","09 Oct 2023",""
"魔神科技电脑机箱城","XS1 Mini","Sandwich","200","120","250","6.00","240.00","1.4","Al","Al","45","-","Y","185","145","45","2","-","mITX","Flex ATX","2","-","-","-","-","0 to 2","0 to 2","-","-","-","-","-","-","-","-","199.00","27.54","","","Discontinued","03 Sep 2021",""
"Cemo / 佑泽企业店","9000","APU","220","96","285","6.02","211.20","1.4","Al","2-3mm Al","60","-","-","-","-","-","-","-","mITX","Flex ATX","1","1","-","-","-","1","-","-","-","-","-","2","1","-","Y","205.00","28.37","","","Discontinued","21 Jul 2023",""
"深圳好玩数码","Zapustar D01","Sandwich","220","110","250","6.05","242.00","","Acrylic / Al","Al","43","-","Y","200","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","1","-","-","219.00","30.30","","","Discontinued","08 Jan 2022",""
"Dream Case","D21 (V2)","Sandwich","210","118","245","6.07","247.80","0.78","Steel","Steel","49","-","Y","208","150","44","2","-","mITX / mDTX","Flex ATX","2","0 to 1","-","-","-","-","2","-","-","-","-","-","1","-","Y","108.00","14.94","","","","23 Jun 2022",""
"ZS Cases","ZS-A4S V2","Sandwich","274","115","194","6.11","315.10","2","Al","Al","49","-","Y","269","140","42.5","2","-","mITX","Flex ATX","4","-","-","-","-","2","-","-","-","-","-","-","-","-","-","760.00","105.17","","Link","Discontinued","02 Jan 2022",""
"机械核芯","Founders","Sandwich","276","112","199","6.15","309.12","","Al","3mm 6 series Al","49","-","Y","270","?","40","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","-","-","-","628.00","86.90","","","Discontinued","",""
"Dream Case","D19 PRO","Sandwich","190","133","244","6.17","252.70","0.82","Steel","Steel","64","-","Y","188","150","44","2","-","mITX","SFX / SFX-L","2","0 to 1","-","-","-","-","0 to 1","-","-","-","-","-","1","-","Y","98.00","13.56","","","","18 Sep 2023",""
"SIXGE Case","LGK2S","Sandwich","199","125","249","6.19","248.75","2","Al","3-4mm 6 series Al","52","-","Y","190","?","42","2","-","mITX","Flex ATX","2","-","-","-","-","-","2","-","-","-","-","-","-","-","-","588.00","81.37","","","Discontinued","06 Jun 2022",""
"ZS Cases","ZS-A4S V3","Sandwich","276","114","197","6.20","314.64","2","Al","Al","49","-","Y","272","130","42","2","-","mITX","Flex ATX","4","-","-","-","-","-","2","-","-","-","-","-","-","-","-","699.00","147.00","","Link","","03 Sep 2021",""
"Modivio","xCase M","Console","240","72","360","6.22","172.80","0.8","Acrylic","3D printed ABS","47","-","Y","215","120","46","2","-","mITX","DC-ATX","3","-","-","-","4","-","-","-","-","-","-","-","-","-","-","-","129.00","Link","","Discontinued","02 Jan 2022",""
"Velkase","Velka 7 V3.0","Sandwich","178","115","304","6.22","204.70","1.4","Steel","1-2mm Steel","48","-","Y","290","143","43","2","-","mITX","SFX / SFX-L","","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","199.99","Link","","","09 Oct 2023",""
"CHCC","A4","Console","210","100","300","6.30","210.00","2","Acrylic","Al","80","-","Y","200","?","40","2","-","mITX","Flex ATX","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","138.00","19.10","","","","18 Apr 2023",""
"Custom_Mod","SXM1 6.3L rev.4","Sandwich","187","130","260","6.32","243.10","1.2","Al","1.5mm Al + 1.5mm steel","70","-","Y","183","?","43","2","-","mITX","SFX / SFX-L","1","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","123.83","Link","","","15 Sep 2023",""
"Mechanic Master","MC18","Sandwich","185","185","185","6.33","342.25","1.8","Al","1.5-2mm Al","50","-","Y","180","?","40","2","-","mITX","SFX / SFX-L","2","0 to 1","-","-","-","0 to 2","-","-","-","-","-","-","2","-","-","499.00","69.05","","","","30 Apr 2022",""
"YTC","M69 V3","Sandwich","245","118","220","6.36","289.10","","Al","Al","58","-","Y","244","?","40","2","-","mITX","Flex ATX","4","-","-","-","-","-","-","-","-","-","-","-","2","-","-","299.00","41.37","","","Discontinued","03 Sep 2021",""
"U-NAS","NSC-200","NAS","254","140","180","6.40","355.60","2.1","Al","Steel","40","-","-","-","-","-","-","-","mITX","Flex ATX","1","2","-","-","-","1","-","-","-","-","-","1","-","-","-","-","129.00","","","","",""
"Sirius Case / 天狼星机箱","T10","Sandwich","226","112.5","252.8","6.43","254.25","0.8","Acrylic / Al","3mm 6061 Al","43","-","Y","220","135","45","2","-","mITX","Flex ATX","3","-","-","-","-","-","2","-","-","-","-","-","-","-","-","199.00","27.54","","","","",""
"Chieftec","FI-01B","Classic","265","90","270","6.44","238.50","3.5","Steel","0.6mm SECC steel","65","-","-","150","70","20","-","1","mITX","TFX","1","1","1 (Slim)","-","-","-","-","-","-","-","-","-","2","-","Y","-","","","","Discontinued","23 Dec 2023",""
"Chieftec","FI-03B","Classic","265","90","270","6.44","238.50","3.5","Steel","0.6mm SECC steel","65","-","-","150","70","20","-","1","mITX","TFX","1","1","1 (Slim)","-","-","-","-","-","-","-","-","-","2","-","Y","-","","","","Discontinued","23 Dec 2023",""
"Dream Case","D26","Sandwich","260","118","210","6.44","306.80","1.02","Steel","Steel","45","-","Y","258","150","48","2","-","mITX / mDTX","Flex ATX","1","1","-","-","-","-","1","-","-","-","-","-","1","-","Y","128.00","17.71","","","","11 Aug 2022",""
"伊噜咔装机","Y02","Sandwich","201","130","248","6.48","261.30","0.8","Carbon Fibre","2mm carbon fibre","62","-","Y","196","?","40","2","-","mITX","SFX","2","-","-","-","-","-","-","0 to 1","-","-","-","-","-","-","-","1,099.00","152.08","","","Discontinued","",""
"Kyle's Studio","K01","Sandwich","310","113","185","6.48","350.30","","Al / Glass","Al","49","-","Y","302","135","40","2","-","mITX","SFX","2","-","-","-","-","-","-","-","-","-","-","-","1","-","-","689.00","95.34","","","","03 Sep 2021",""
"J-HACK","Pure XL","Classic","191","218","156","6.50","416.38","","Al","Al","71","-","-","175","?","40","2","-","mITX","SFX","","-","-","-","-","0 to 2","0 to 2","0 to 1","0 to 1","-","-","-","-","-","-","-","149.95","Link","","","",""
